Time_Series,AUSTRALIAN_DOLLAR/US$,EURO/US$,UK_POUND/US$,CANADIAN_DOLLAR/US$,US$
2003-12-09,1.3517,0.8177,0.5737,1.3092,1.0000
2003-12-10,1.3517,0.8187,0.5732,1.3078,1.0000
2003-12-11,1.3596,0.8221,0.5732,1.3272,1.0000
2003-12-12,1.3468,0.8141,0.5725,1.315,1.0000
2003-12-15,1.3461,0.8137,0.5731,1.3129,1.0000
2003-12-16,1.3448,0.8112,0.5711,1.3185,1.0000
2003-12-17,1.3499,0.8077,0.5677,1.325,1.0000
2003-12-18,1.3561,0.8080,0.5658,1.3295,1.0000
2003-12-19,1.3578,0.8078,0.5658,1.3405,1.0000
2003-12-22,1.3624,0.8055,0.5671,1.332,1.0000
2003-12-23,1.3585,0.8061,0.5666,1.3244,1.0000
2003-12-24,1.3459,0.8023,0.5634,1.3109,1.0000
2003-12-26,1.3486,0.8038,0.5642,1.3067,1.0000
2003-12-29,1.3473,0.8010,0.5648,1.3103,1.0000
2003-12-30,1.3365,0.7987,0.5622,1.3036,1.0000
2003-12-31,1.3298,0.7938,0.5605,1.2923,1.0000
2004-01-02,1.3200,0.7942,0.5586,1.29,1.0000
2004-01-05,1.3017,0.7887,0.5529,1.2803,1.0000
2004-01-06,1.2984,0.7829,0.5481,1.2824,1.0000
2004-01-07,1.3012,0.7896,0.5497,1.2884,1.0000
2004-01-08,1.2895,0.7830,0.5453,1.279,1.0000
2004-01-09,1.2858,0.7780,0.5414,1.269,1.0000
2004-01-12,1.2840,0.7811,0.5402,1.2735,1.0000
2004-01-13,1.2867,0.7852,0.5425,1.2729,1.0000
2004-01-14,1.2855,0.7858,0.5432,1.2866,1.0000
2004-01-15,1.2984,0.7944,0.5493,1.299,1.0000
2004-01-16,1.3050,0.8068,0.5557,1.2975,1.0000
2004-01-20,1.3002,0.7947,0.5498,1.2861,1.0000
2004-01-21,1.2932,0.7926,0.5466,1.3018,1.0000
2004-01-22,1.2835,0.7863,0.5421,1.297,1.0000
2004-01-23,1.2963,0.7930,0.5494,1.3115,1.0000
2004-01-26,1.2937,0.7967,0.5495,1.313,1.0000
2004-01-27,1.2812,0.7910,0.5471,1.3048,1.0000
2004-01-28,1.2840,0.7924,0.5444,1.3218,1.0000
2004-01-29,1.3184,0.8072,0.5521,1.334,1.0000
2004-01-30,1.3115,0.8031,0.5490,1.3265,1.0000
2004-02-02,1.3217,0.8048,0.5500,1.3385,1.0000
2004-02-03,1.3070,0.7961,0.5441,1.3374,1.0000
2004-02-04,1.3116,0.7967,0.5454,1.333,1.0000
2004-02-05,1.3063,0.7933,0.5441,1.3318,1.0000
2004-02-06,1.3023,0.7878,0.5417,1.3297,1.0000
2004-02-09,1.2887,0.7891,0.5382,1.3304,1.0000
2004-02-10,1.2798,0.7857,0.5348,1.3289,1.0000
2004-02-11,1.2723,0.7803,0.5305,1.3178,1.0000
2004-02-12,1.2679,0.7808,0.5288,1.3188,1.0000
2004-02-13,1.2698,0.7843,0.5311,1.3148,1.0000
2004-02-17,1.2533,0.7783,0.5251,1.3108,1.0000
2004-02-18,1.2610,0.7805,0.5257,1.3182,1.0000
2004-02-19,1.2639,0.7883,0.5285,1.3283,1.0000
2004-02-20,1.2920,0.7960,0.5357,1.3442,1.0000
2004-02-23,1.2915,0.7956,0.5352,1.3363,1.0000
2004-02-24,1.2807,0.7879,0.5291,1.3283,1.0000
2004-02-25,1.2950,0.7998,0.5331,1.337,1.0000
2004-02-26,1.2982,0.8036,0.5374,1.3433,1.0000
2004-02-27,1.2958,0.8038,0.5384,1.3405,1.0000
2004-03-01,1.2945,0.8044,0.5353,1.3395,1.0000
2004-03-02,1.3141,0.8189,0.5439,1.3437,1.0000
2004-03-03,1.3470,0.8273,0.5497,1.348,1.0000
2004-03-04,1.3282,0.8180,0.5479,1.3326,1.0000
2004-03-05,1.3180,0.8064,0.5427,1.3191,1.0000
2004-03-08,1.3240,0.8083,0.5414,1.3235,1.0000
2004-03-09,1.3098,0.8046,0.5436,1.3188,1.0000
2004-03-10,1.3358,0.8179,0.5556,1.3275,1.0000
2004-03-11,1.3585,0.8151,0.5553,1.3228,1.0000
2004-03-12,1.3652,0.8203,0.5573,1.3385,1.0000
2004-03-15,1.3607,0.8168,0.5558,1.3322,1.0000
2004-03-16,1.3493,0.8150,0.5523,1.3333,1.0000
2004-03-17,1.3528,0.8199,0.5515,1.3419,1.0000
2004-03-18,1.3294,0.8070,0.5446,1.329,1.0000
2004-03-19,1.3378,0.8151,0.5473,1.331,1.0000
2004-03-22,1.3249,0.8085,0.5410,1.328,1.0000
2004-03-23,1.3287,0.8123,0.5405,1.332,1.0000
2004-03-24,1.3355,0.8188,0.5449,1.3385,1.0000
2004-03-25,1.3501,0.8217,0.5525,1.3303,1.0000
2004-03-26,1.3463,0.8270,0.5524,1.3194,1.0000
2004-03-29,1.3362,0.8237,0.5506,1.3097,1.0000
2004-03-30,1.3278,0.8195,0.5470,1.308,1.0000
2004-03-31,1.3123,0.8135,0.5435,1.31,1.0000
2004-04-01,1.3036,0.8092,0.5387,1.3101,1.0000
2004-04-02,1.3186,0.8258,0.5467,1.314,1.0000
2004-04-05,1.3278,0.8328,0.5513,1.3152,1.0000
2004-04-06,1.3132,0.8272,0.5442,1.3095,1.0000
2004-04-07,1.3031,0.8216,0.5432,1.313,1.0000
2004-04-08,1.3141,0.8273,0.5457,1.326,1.0000
2004-04-09,1.3118,0.8263,0.5458,1.3292,1.0000
2004-04-12,1.3026,0.8286,0.5447,1.3377,1.0000
2004-04-13,1.3250,0.8387,0.5507,1.3363,1.0000
2004-04-14,1.3626,0.8375,0.5586,1.3445,1.0000
2004-04-15,1.3552,0.8393,0.5623,1.3485,1.0000
2004-04-16,1.3412,0.8316,0.5554,1.3445,1.0000
2004-04-19,1.3417,0.8320,0.5539,1.3467,1.0000
2004-04-20,1.3567,0.8396,0.5582,1.3534,1.0000
2004-04-21,1.3665,0.8437,0.5643,1.359,1.0000
2004-04-22,1.3693,0.8431,0.5655,1.359,1.0000
2004-04-23,1.3723,0.8473,0.5658,1.3612,1.0000
2004-04-26,1.3633,0.8438,0.5600,1.3559,1.0000
2004-04-27,1.3633,0.8384,0.5579,1.3517,1.0000
2004-04-28,1.3827,0.8453,0.5643,1.3672,1.0000
2004-04-29,1.3893,0.8372,0.5633,1.3697,1.0000
2004-04-30,1.3870,0.8351,0.5636,1.3711,1.0000
2004-05-03,1.3893,0.8377,0.5643,1.374,1.0000
2004-05-04,1.3729,0.8281,0.5584,1.3702,1.0000
2004-05-05,1.3630,0.8220,0.5577,1.3725,1.0000
2004-05-06,1.3816,0.8271,0.5574,1.3784,1.0000
2004-05-07,1.4223,0.8414,0.5605,1.3858,1.0000
2004-05-10,1.4472,0.8450,0.5642,1.3934,1.0000
2004-05-11,1.4382,0.8462,0.5700,1.3866,1.0000
2004-05-12,1.4364,0.8396,0.5636,1.3878,1.0000
2004-05-13,1.4531,0.8474,0.5687,1.397,1.0000
2004-05-14,1.4503,0.8422,0.5691,1.3928,1.0000
2004-05-17,1.4520,0.8327,0.5651,1.3855,1.0000
2004-05-18,1.4565,0.8354,0.5651,1.3913,1.0000
2004-05-19,1.4331,0.8323,0.5609,1.3769,1.0000
2004-05-20,1.4430,0.8385,0.5647,1.3705,1.0000
2004-05-21,1.4269,0.8327,0.5593,1.3734,1.0000
2004-05-24,1.4323,0.8349,0.5584,1.3697,1.0000
2004-05-25,1.4164,0.8260,0.5514,1.3763,1.0000
2004-05-26,1.4166,0.8263,0.5512,1.3705,1.0000
2004-05-27,1.3930,0.8147,0.5444,1.358,1.0000
2004-05-28,1.4010,0.8185,0.5456,1.3666,1.0000
2004-06-01,1.4150,0.8190,0.5447,1.3687,1.0000
2004-06-02,1.4347,0.8163,0.5440,1.3618,1.0000
2004-06-03,1.4601,0.8193,0.5439,1.3606,1.0000
2004-06-04,1.4447,0.8158,0.5445,1.3505,1.0000
2004-06-07,1.4198,0.8117,0.5439,1.345,1.0000
2004-06-08,1.4265,0.8148,0.5446,1.3468,1.0000
2004-06-09,1.4451,0.8267,0.5467,1.3541,1.0000
2004-06-10,1.4320,0.8258,0.5441,1.3572,1.0000
2004-06-11,1.4468,0.8326,0.5502,1.3656,1.0000
2004-06-14,1.4529,0.8283,0.5510,1.3682,1.0000
2004-06-15,1.4368,0.8238,0.5471,1.3699,1.0000
2004-06-16,1.4556,0.8329,0.5476,1.3772,1.0000
2004-06-17,1.4620,0.8306,0.5452,1.3752,1.0000
2004-06-18,1.4482,0.8252,0.5444,1.3645,1.0000
2004-06-21,1.4482,0.8258,0.5461,1.364,1.0000
2004-06-22,1.4588,0.8270,0.5489,1.3592,1.0000
2004-06-23,1.4567,0.8271,0.5499,1.3614,1.0000
2004-06-24,1.4294,0.8217,0.5490,1.343,1.0000
2004-06-25,1.4306,0.8234,0.5489,1.3489,1.0000
2004-06-28,1.4290,0.8201,0.5466,1.3435,1.0000
2004-06-29,1.4476,0.8248,0.5528,1.3465,1.0000
2004-06-30,1.4384,0.8211,0.5517,1.3407,1.0000
2004-07-01,1.4213,0.8225,0.5507,1.3325,1.0000
2004-07-02,1.4035,0.8125,0.5464,1.3254,1.0000
2004-07-06,1.3990,0.8137,0.5428,1.3261,1.0000
2004-07-07,1.3827,0.8075,0.5385,1.3196,1.0000
2004-07-08,1.3848,0.8071,0.5386,1.3164,1.0000
2004-07-09,1.3839,0.8072,0.5389,1.3207,1.0000
2004-07-12,1.3736,0.8059,0.5365,1.3188,1.0000
2004-07-13,1.3858,0.8129,0.5394,1.3259,1.0000
2004-07-14,1.3841,0.8074,0.5387,1.3225,1.0000
2004-07-15,1.3822,0.8082,0.5392,1.324,1.0000
2004-07-16,1.3680,0.8041,0.5345,1.3092,1.0000
2004-07-19,1.3635,0.8044,0.5338,1.3082,1.0000
2004-07-20,1.3674,0.8080,0.5389,1.3099,1.0000
2004-07-21,1.4023,0.8181,0.5448,1.3242,1.0000
2004-07-22,1.3982,0.8148,0.5414,1.3136,1.0000
2004-07-23,1.4081,0.8249,0.5458,1.3219,1.0000
2004-07-26,1.4104,0.8241,0.5437,1.332,1.0000
2004-07-27,1.4273,0.8295,0.5489,1.3353,1.0000
2004-07-28,1.4327,0.8302,0.5488,1.3309,1.0000
2004-07-29,1.4298,0.8285,0.5502,1.3259,1.0000
2004-07-30,1.4215,0.8311,0.5500,1.3296,1.0000
2004-08-02,1.4201,0.8310,0.5473,1.3314,1.0000
2004-08-03,1.4192,0.8298,0.5482,1.3185,1.0000
2004-08-04,1.4211,0.8294,0.5480,1.3152,1.0000
2004-08-05,1.4209,0.8299,0.5485,1.3178,1.0000
2004-08-06,1.3990,0.8149,0.5417,1.31,1.0000
2004-08-09,1.3943,0.8156,0.5434,1.3165,1.0000
2004-08-10,1.3976,0.8126,0.5439,1.3139,1.0000
2004-08-11,1.4021,0.8182,0.5470,1.324,1.0000
2004-08-12,1.4031,0.8181,0.5491,1.3323,1.0000
2004-08-13,1.3966,0.8095,0.5425,1.3092,1.0000
2004-08-16,1.3949,0.8108,0.5437,1.3076,1.0000
2004-08-17,1.3990,0.8111,0.5468,1.308,1.0000
2004-08-18,1.3996,0.8131,0.5487,1.3074,1.0000
2004-08-19,1.3803,0.8085,0.5461,1.2964,1.0000
2004-08-20,1.3816,0.8114,0.5491,1.298,1.0000
2004-08-23,1.3920,0.8199,0.5512,1.3065,1.0000
2004-08-24,1.4156,0.8265,0.5576,1.3048,1.0000
2004-08-25,1.4162,0.8271,0.5566,1.3047,1.0000
2004-08-26,1.4265,0.8275,0.5574,1.3123,1.0000
2004-08-27,1.4205,0.8316,0.5580,1.3104,1.0000
2004-08-30,1.4284,0.8299,0.5579,1.3174,1.0000
2004-08-31,1.4142,0.8208,0.5546,1.3166,1.0000
2004-09-01,1.4207,0.8211,0.5574,1.3071,1.0000
2004-09-02,1.4384,0.8221,0.5582,1.2995,1.0000
2004-09-03,1.4493,0.8297,0.5631,1.3005,1.0000
2004-09-07,1.4424,0.8269,0.5639,1.2882,1.0000
2004-09-08,1.4347,0.8221,0.5592,1.2905,1.0000
2004-09-09,1.4535,0.8204,0.5601,1.2878,1.0000
2004-09-10,1.4351,0.8142,0.5562,1.288,1.0000
2004-09-13,1.4370,0.8163,0.5569,1.3,1.0000
2004-09-14,1.4225,0.8151,0.5555,1.292,1.0000
2004-09-15,1.4399,0.8235,0.5627,1.2987,1.0000
2004-09-16,1.4310,0.8228,0.5584,1.2914,1.0000
2004-09-17,1.4345,0.8214,0.5580,1.3002,1.0000
2004-09-20,1.4273,0.8216,0.5593,1.2944,1.0000
2004-09-21,1.4263,0.8154,0.5572,1.2886,1.0000
2004-09-22,1.4134,0.8156,0.5571,1.2816,1.0000
2004-09-23,1.4008,0.8131,0.5555,1.2782,1.0000
2004-09-24,1.4008,0.8159,0.5546,1.2763,1.0000
2004-09-27,1.4019,0.8125,0.5532,1.2738,1.0000
2004-09-28,1.3966,0.8126,0.5523,1.2754,1.0000
2004-09-29,1.3990,0.8125,0.5565,1.273,1.0000
2004-09-30,1.3805,0.8053,0.5528,1.2648,1.0000
2004-10-01,1.3827,0.8065,0.5563,1.2629,1.0000
2004-10-04,1.3875,0.8147,0.5609,1.2726,1.0000
2004-10-05,1.3827,0.8120,0.5609,1.2625,1.0000
2004-10-06,1.3820,0.8131,0.5621,1.2592,1.0000
2004-10-07,1.3761,0.8139,0.5611,1.2577,1.0000
2004-10-08,1.3602,0.8053,0.5576,1.2512,1.0000
2004-10-12,1.3689,0.8117,0.5593,1.2575,1.0000
2004-10-13,1.3822,0.8149,0.5590,1.264,1.0000
2004-10-14,1.3671,0.8069,0.5564,1.2528,1.0000
2004-10-15,1.3667,0.8014,0.5541,1.252,1.0000
2004-10-18,1.3761,0.7987,0.5552,1.255,1.0000
2004-10-19,1.3727,0.7990,0.5544,1.2542,1.0000
2004-10-20,1.3574,0.7920,0.5498,1.2432,1.0000
2004-10-21,1.3532,0.7923,0.5465,1.2426,1.0000
2004-10-22,1.3521,0.7912,0.5471,1.2379,1.0000
2004-10-25,1.3376,0.7823,0.5434,1.2232,1.0000
2004-10-26,1.3405,0.7838,0.5444,1.2246,1.0000
2004-10-27,1.3405,0.7859,0.5458,1.2253,1.0000
2004-10-28,1.3373,0.7838,0.5459,1.2194,1.0000
2004-10-29,1.3390,0.7846,0.5451,1.2209,1.0000
2004-11-01,1.3405,0.7849,0.5458,1.2229,1.0000
2004-11-02,1.3428,0.7872,0.5439,1.2263,1.0000
2004-11-03,1.3264,0.7820,0.5422,1.2121,1.0000
2004-11-04,1.3184,0.7762,0.5423,1.2053,1.0000
2004-11-05,1.3123,0.7729,0.5393,1.1981,1.0000
2004-11-08,1.3196,0.7730,0.5387,1.1925,1.0000
2004-11-09,1.3127,0.7734,0.5380,1.195,1.0000
2004-11-10,1.3172,0.7737,0.5412,1.1977,1.0000
2004-11-12,1.3012,0.7708,0.5390,1.1919,1.0000
2004-11-15,1.2955,0.7726,0.5411,1.2032,1.0000
2004-11-16,1.2940,0.7705,0.5393,1.1932,1.0000
2004-11-17,1.2767,0.7674,0.5382,1.1925,1.0000
2004-11-18,1.2844,0.7703,0.5401,1.207,1.0000
2004-11-19,1.2736,0.7658,0.5376,1.1928,1.0000
2004-11-22,1.2757,0.7664,0.5379,1.1848,1.0000
2004-11-23,1.2723,0.7639,0.5344,1.1865,1.0000
2004-11-24,1.2718,0.7598,0.5315,1.1813,1.0000
2004-11-26,1.2653,0.7526,0.5273,1.1775,1.0000
2004-11-29,1.2736,0.7527,0.5278,1.1846,1.0000
2004-11-30,1.2948,0.7542,0.5243,1.1902,1.0000
2004-12-01,1.2897,0.7514,0.5182,1.1856,1.0000
2004-12-02,1.2872,0.7537,0.5202,1.1899,1.0000
2004-12-03,1.2857,0.7468,0.5161,1.1976,1.0000
2004-12-06,1.2907,0.7445,0.5149,1.2012,1.0000
2004-12-07,1.2897,0.7442,0.5139,1.2088,1.0000
2004-12-08,1.3254,0.7546,0.5186,1.2248,1.0000
2004-12-09,1.3277,0.7534,0.5212,1.2253,1.0000
2004-12-10,1.3342,0.7562,0.5226,1.2273,1.0000
2004-12-13,1.3172,0.7514,0.5199,1.2286,1.0000
2004-12-14,1.3217,0.7530,0.5198,1.2377,1.0000
2004-12-15,1.3068,0.7447,0.5142,1.2229,1.0000
2004-12-16,1.3222,0.7526,0.5161,1.2363,1.0000
2004-12-17,1.3146,0.7522,0.5157,1.2257,1.0000
2004-12-20,1.3082,0.7465,0.5133,1.2297,1.0000
2004-12-21,1.3055,0.7476,0.5191,1.2271,1.0000
2004-12-22,1.3062,0.7468,0.5229,1.2401,1.0000
2004-12-23,1.3065,0.7412,0.5210,1.2358,1.0000
2004-12-24,1.3006,0.7388,0.5199,1.2291,1.0000
2004-12-27,1.2858,0.7339,0.5163,1.216,1.0000
2004-12-28,1.2842,0.7342,0.5177,1.2185,1.0000
2004-12-29,1.2972,0.7370,0.5220,1.2165,1.0000
2004-12-30,1.2845,0.7341,0.5203,1.2064,1.0000
2004-12-31,1.2812,0.7387,0.5219,1.2034,1.0000
2005-01-03,1.2837,0.7421,0.5247,1.2108,1.0000
2005-01-04,1.3041,0.7522,0.5310,1.2248,1.0000
2005-01-05,1.3024,0.7523,0.5298,1.2236,1.0000
2005-01-06,1.3137,0.7583,0.5333,1.2371,1.0000
2005-01-07,1.3193,0.7656,0.5347,1.2333,1.0000
2005-01-10,1.3165,0.7628,0.5333,1.2194,1.0000
2005-01-11,1.3086,0.7598,0.5320,1.2142,1.0000
2005-01-12,1.3021,0.7530,0.5282,1.1982,1.0000
2005-01-13,1.3038,0.7572,0.5310,1.2005,1.0000
2005-01-14,1.3182,0.7630,0.5349,1.2188,1.0000
2005-01-18,1.3196,0.7667,0.5350,1.2217,1.0000
2005-01-19,1.3148,0.7671,0.5336,1.2268,1.0000
2005-01-20,1.3137,0.7717,0.5342,1.2334,1.0000
2005-01-21,1.2967,0.7663,0.5336,1.2211,1.0000
2005-01-24,1.3004,0.7668,0.5325,1.2258,1.0000
2005-01-25,1.3072,0.7720,0.5363,1.2381,1.0000
2005-01-26,1.2902,0.7645,0.5310,1.2307,1.0000
2005-01-27,1.2893,0.7673,0.5301,1.2366,1.0000
2005-01-28,1.2902,0.7673,0.5305,1.2422,1.0000
2005-01-31,1.2888,0.7663,0.5305,1.2396,1.0000
2005-02-01,1.2948,0.7682,0.5321,1.2405,1.0000
2005-02-02,1.2925,0.7683,0.5312,1.2408,1.0000
2005-02-03,1.2982,0.7717,0.5318,1.2424,1.0000
2005-02-04,1.2945,0.7736,0.5305,1.2495,1.0000
2005-02-07,1.2965,0.7829,0.5374,1.2562,1.0000
2005-02-08,1.3040,0.7823,0.5385,1.2476,1.0000
2005-02-09,1.3014,0.7814,0.5382,1.2511,1.0000
2005-02-10,1.2778,0.7763,0.5345,1.2406,1.0000
2005-02-11,1.2734,0.7774,0.5359,1.238,1.0000
2005-02-14,1.2671,0.7704,0.5286,1.2342,1.0000
2005-02-15,1.2718,0.7701,0.5293,1.2336,1.0000
2005-02-16,1.2789,0.7696,0.5325,1.2421,1.0000
2005-02-17,1.2686,0.7644,0.5277,1.231,1.0000
2005-02-18,1.2694,0.7648,0.5277,1.2294,1.0000
2005-02-22,1.2594,0.7559,0.5238,1.2301,1.0000
2005-02-23,1.2723,0.7571,0.5245,1.2402,1.0000
2005-02-24,1.2705,0.7573,0.5235,1.2435,1.0000
2005-02-25,1.2734,0.7579,0.5222,1.2407,1.0000
2005-02-28,1.2594,0.7534,0.5195,1.2295,1.0000
2005-03-01,1.2744,0.7582,0.5207,1.2425,1.0000
2005-03-02,1.2765,0.7618,0.5229,1.2395,1.0000
2005-03-03,1.2752,0.7616,0.5236,1.2463,1.0000
2005-03-04,1.2628,0.7551,0.5197,1.2324,1.0000
2005-03-07,1.2618,0.7574,0.5219,1.23,1.0000
2005-03-08,1.2541,0.7495,0.5183,1.2163,1.0000
2005-03-09,1.2610,0.7472,0.5198,1.2064,1.0000
2005-03-10,1.2657,0.7458,0.5199,1.205,1.0000
2005-03-11,1.2601,0.7427,0.5192,1.2041,1.0000
2005-03-14,1.2713,0.7493,0.5231,1.2087,1.0000
2005-03-15,1.2668,0.7510,0.5226,1.2064,1.0000
2005-03-16,1.2585,0.7450,0.5191,1.2038,1.0000
2005-03-17,1.2602,0.7478,0.5198,1.2028,1.0000
2005-03-18,1.2599,0.7513,0.5211,1.2027,1.0000
2005-03-21,1.2713,0.7596,0.5270,1.211,1.0000
2005-03-22,1.2629,0.7570,0.5264,1.2017,1.0000
2005-03-23,1.2908,0.7689,0.5344,1.2133,1.0000
2005-03-24,1.2968,0.7718,0.5345,1.215,1.0000
2005-03-25,1.2955,0.7720,0.5352,1.218,1.0000
2005-03-28,1.3012,0.7766,0.5360,1.2234,1.0000
2005-03-29,1.2962,0.7744,0.5333,1.2135,1.0000
2005-03-30,1.2958,0.7726,0.5315,1.2164,1.0000
2005-03-31,1.2938,0.7711,0.5294,1.2094,1.0000
2005-04-01,1.2992,0.7754,0.5322,1.2146,1.0000
2005-04-04,1.3038,0.7789,0.5338,1.2202,1.0000
2005-04-05,1.3031,0.7787,0.5327,1.2198,1.0000
2005-04-06,1.3058,0.7771,0.5323,1.2216,1.0000
2005-04-07,1.3014,0.7748,0.5328,1.2205,1.0000
2005-04-08,1.2943,0.7745,0.5312,1.2252,1.0000
2005-04-11,1.2895,0.7709,0.5289,1.233,1.0000
2005-04-12,1.2930,0.7768,0.5307,1.2408,1.0000
2005-04-13,1.2825,0.7741,0.5283,1.2365,1.0000
2005-04-14,1.2962,0.7801,0.5317,1.2417,1.0000
2005-04-15,1.2982,0.7735,0.5283,1.242,1.0000
2005-04-18,1.3048,0.7670,0.5249,1.2482,1.0000
2005-04-19,1.2980,0.7672,0.5218,1.2409,1.0000
2005-04-20,1.2895,0.7645,0.5209,1.2388,1.0000
2005-04-21,1.2873,0.7638,0.5235,1.2384,1.0000
2005-04-22,1.2789,0.7652,0.5222,1.2342,1.0000
2005-04-25,1.2822,0.7702,0.5231,1.2372,1.0000
2005-04-26,1.2834,0.7714,0.5252,1.2462,1.0000
2005-04-27,1.2880,0.7729,0.5250,1.2465,1.0000
2005-04-28,1.2829,0.7742,0.5236,1.2508,1.0000
2005-04-29,1.2765,0.7741,0.5230,1.2568,1.0000
2005-05-02,1.2827,0.7778,0.5275,1.2552,1.0000
2005-05-03,1.2925,0.7759,0.5288,1.2541,1.0000
2005-05-04,1.2858,0.7730,0.5263,1.2502,1.0000
2005-05-05,1.2804,0.7730,0.5250,1.2448,1.0000
2005-05-06,1.2882,0.7793,0.5285,1.2429,1.0000
2005-05-09,1.2935,0.7789,0.5309,1.2377,1.0000
2005-05-10,1.2892,0.7766,0.5311,1.2373,1.0000
2005-05-11,1.2912,0.7811,0.5338,1.2474,1.0000
2005-05-12,1.3023,0.7870,0.5362,1.2493,1.0000
2005-05-13,1.3139,0.7908,0.5397,1.2625,1.0000
2005-05-16,1.3219,0.7918,0.5444,1.2703,1.0000
2005-05-17,1.3201,0.7909,0.5434,1.2664,1.0000
2005-05-18,1.3161,0.7899,0.5440,1.2618,1.0000
2005-05-19,1.3184,0.7919,0.5445,1.2627,1.0000
2005-05-20,1.3245,0.7966,0.5481,1.2627,1.0000
2005-05-23,1.3187,0.7952,0.5468,1.2578,1.0000
2005-05-24,1.3118,0.7944,0.5468,1.2612,1.0000
2005-05-25,1.3113,0.7935,0.5461,1.2641,1.0000
2005-05-26,1.3151,0.7989,0.5493,1.268,1.0000
2005-05-27,1.3118,0.7957,0.5486,1.2585,1.0000
2005-05-31,1.3173,0.8098,0.5485,1.2512,1.0000
2005-06-01,1.3337,0.8175,0.5519,1.2471,1.0000
2005-06-02,1.3270,0.8153,0.5508,1.2473,1.0000
2005-06-03,1.3249,0.8179,0.5519,1.2483,1.0000
2005-06-06,1.3074,0.8151,0.5492,1.2447,1.0000
2005-06-07,1.2995,0.8145,0.5459,1.2471,1.0000
2005-06-08,1.3007,0.8117,0.5444,1.244,1.0000
2005-06-09,1.3029,0.8186,0.5492,1.2549,1.0000
2005-06-10,1.3115,0.8246,0.5516,1.2492,1.0000
2005-06-13,1.3172,0.8309,0.5552,1.2578,1.0000
2005-06-14,1.3063,0.8307,0.5536,1.2554,1.0000
2005-06-15,1.3021,0.8260,0.5489,1.2397,1.0000
2005-06-16,1.2952,0.8272,0.5493,1.2376,1.0000
2005-06-17,1.2860,0.8170,0.5475,1.235,1.0000
2005-06-20,1.2875,0.8237,0.5485,1.2319,1.0000
2005-06-21,1.2849,0.8241,0.5482,1.231,1.0000
2005-06-22,1.2834,0.8244,0.5489,1.2351,1.0000
2005-06-23,1.2930,0.8296,0.5501,1.2311,1.0000
2005-06-24,1.3014,0.8273,0.5488,1.2329,1.0000
2005-06-27,1.3011,0.8229,0.5479,1.2307,1.0000
2005-06-28,1.3082,0.8280,0.5508,1.231,1.0000
2005-06-29,1.3115,0.8264,0.5531,1.2263,1.0000
2005-06-30,1.3127,0.8266,0.5577,1.2256,1.0000
2005-07-01,1.3305,0.8363,0.5647,1.2418,1.0000
2005-07-05,1.3481,0.8391,0.5692,1.2437,1.0000
2005-07-06,1.3493,0.8391,0.5687,1.2365,1.0000
2005-07-07,1.3508,0.8384,0.5741,1.2288,1.0000
2005-07-08,1.3495,0.8379,0.5760,1.2207,1.0000
2005-07-11,1.3373,0.8288,0.5694,1.2115,1.0000
2005-07-12,1.3229,0.8197,0.5633,1.2048,1.0000
2005-07-13,1.3373,0.8271,0.5697,1.2073,1.0000
2005-07-14,1.3301,0.8272,0.5687,1.2071,1.0000
2005-07-15,1.3355,0.8308,0.5704,1.2206,1.0000
2005-07-18,1.3261,0.8280,0.5707,1.2154,1.0000
2005-07-19,1.3348,0.8333,0.5759,1.2186,1.0000
2005-07-20,1.3263,0.8302,0.5779,1.2218,1.0000
2005-07-21,1.3106,0.8256,0.5724,1.2177,1.0000
2005-07-22,1.3053,0.8279,0.5743,1.218,1.0000
2005-07-25,1.3101,0.8296,0.5729,1.2194,1.0000
2005-07-26,1.3184,0.8328,0.5742,1.2291,1.0000
2005-07-27,1.3235,0.8300,0.5735,1.2341,1.0000
2005-07-28,1.3208,0.8250,0.5699,1.2345,1.0000
2005-07-29,1.3168,0.8245,0.5684,1.2257,1.0000
2005-08-01,1.3127,0.8200,0.5651,1.2136,1.0000
2005-08-02,1.3074,0.8191,0.5641,1.2122,1.0000
2005-08-03,1.2957,0.8106,0.5615,1.2128,1.0000
2005-08-04,1.2922,0.8076,0.5619,1.2119,1.0000
2005-08-05,1.3036,0.8112,0.5634,1.2185,1.0000
2005-08-08,1.3068,0.8090,0.5598,1.2132,1.0000
2005-08-09,1.3156,0.8099,0.5604,1.214,1.0000
2005-08-10,1.3089,0.8100,0.5580,1.2113,1.0000
2005-08-11,1.2925,0.8042,0.5534,1.2025,1.0000
2005-08-12,1.2948,0.8046,0.5510,1.1946,1.0000
2005-08-15,1.3016,0.8089,0.5529,1.1968,1.0000
2005-08-16,1.3007,0.8102,0.5526,1.198,1.0000
2005-08-17,1.3118,0.8137,0.5532,1.207,1.0000
2005-08-18,1.3268,0.8212,0.5571,1.2178,1.0000
2005-08-19,1.3324,0.8232,0.5576,1.2152,1.0000
2005-08-22,1.3249,0.8173,0.5549,1.204,1.0000
2005-08-23,1.3243,0.8188,0.5557,1.1981,1.0000
2005-08-24,1.3242,0.8171,0.5566,1.1956,1.0000
2005-08-25,1.3158,0.8123,0.5542,1.1888,1.0000
2005-08-26,1.3186,0.8114,0.5535,1.1949,1.0000
2005-08-29,1.3294,0.8165,0.5554,1.1965,1.0000
2005-08-30,1.3389,0.8194,0.5605,1.1919,1.0000
