Time_Series,AUSTRALIAN_DOLLAR/US$,EURO/US$,UK_POUND/US$,CANADIAN_DOLLAR/US$,US$
2000-01-03,1.5172,0.9847,0.6146,1.4465,1.0000
2000-01-04,1.5239,0.9700,0.6109,1.4518,1.0000
2000-01-05,1.5267,0.9676,0.6092,1.4518,1.0000
2000-01-06,1.5291,0.9686,0.6070,1.4571,1.0000
2000-01-07,1.5272,0.9714,0.6104,1.4505,1.0000
2000-01-10,1.5242,0.9754,0.6107,1.4568,1.0000
2000-01-11,1.5209,0.9688,0.6068,1.457,1.0000
2000-01-12,1.5202,0.9727,0.6073,1.455,1.0000
2000-01-13,1.4954,0.9737,0.6067,1.4495,1.0000
2000-01-14,1.5004,0.9874,0.6115,1.4497,1.0000
2000-01-18,1.5060,0.9880,0.6105,1.4502,1.0000
2000-01-19,1.5074,0.9886,0.6083,1.4527,1.0000
2000-01-20,1.5002,0.9869,0.6047,1.4484,1.0000
2000-01-21,1.5103,0.9901,0.6059,1.442,1.0000
2000-01-24,1.5281,0.9981,0.6053,1.44,1.0000
2000-01-25,1.5286,0.9959,0.6067,1.4389,1.0000
2000-01-26,1.5373,0.9989,0.6099,1.4379,1.0000
2000-01-27,1.5267,1.0111,0.6111,1.435,1.0000
2000-01-28,1.5962,1.0241,0.6169,1.4495,1.0000
2000-01-31,1.5669,1.0249,0.6180,1.4517,1.0000
2000-02-01,1.5835,1.0276,0.6192,1.4468,1.0000
2000-02-02,1.5723,1.0238,0.6227,1.4435,1.0000
2000-02-03,1.5657,1.0114,0.6240,1.4417,1.0000
2000-02-04,1.5835,1.0246,0.6283,1.4467,1.0000
2000-02-07,1.5775,1.0222,0.6283,1.4457,1.0000
2000-02-08,1.5741,1.0140,0.6209,1.4473,1.0000
2000-02-09,1.5760,1.0087,0.6205,1.4443,1.0000
2000-02-10,1.5823,1.0137,0.6228,1.45,1.0000
2000-02-11,1.5918,1.0155,0.6280,1.4515,1.0000
2000-02-14,1.5926,1.0222,0.6293,1.4547,1.0000
2000-02-15,1.5873,1.0169,0.6270,1.4585,1.0000
2000-02-16,1.5870,1.0161,0.6234,1.452,1.0000
2000-02-17,1.5823,1.0139,0.6231,1.4522,1.0000
2000-02-18,1.5893,1.0152,0.6256,1.4512,1.0000
2000-02-22,1.5982,0.9940,0.6186,1.4595,1.0000
2000-02-23,1.6139,0.9983,0.6232,1.4651,1.0000
2000-02-24,1.6276,1.0069,0.6257,1.4587,1.0000
2000-02-25,1.6194,1.0243,0.6286,1.4505,1.0000
2000-02-28,1.6351,1.0342,0.6275,1.4538,1.0000
2000-02-29,1.6247,1.0370,0.6337,1.4505,1.0000
2000-03-01,1.6483,1.0309,0.6310,1.447,1.0000
2000-03-02,1.6455,1.0396,0.6343,1.4543,1.0000
2000-03-03,1.6442,1.0397,0.6325,1.451,1.0000
2000-03-06,1.6622,1.0413,0.6356,1.4555,1.0000
2000-03-07,1.6570,1.0460,0.6340,1.4527,1.0000
2000-03-08,1.6410,1.0443,0.6307,1.4592,1.0000
2000-03-09,1.6247,1.0326,0.6323,1.457,1.0000
2000-03-10,1.6297,1.0353,0.6332,1.4575,1.0000
2000-03-13,1.6221,1.0365,0.6336,1.4614,1.0000
2000-03-14,1.6287,1.0369,0.6359,1.4632,1.0000
2000-03-15,1.6327,1.0314,0.6357,1.468,1.0000
2000-03-16,1.6375,1.0299,0.6350,1.4724,1.0000
2000-03-17,1.6483,1.0316,0.6367,1.4728,1.0000
2000-03-20,1.6488,1.0299,0.6375,1.4703,1.0000
2000-03-21,1.6393,1.0306,0.6359,1.4662,1.0000
2000-03-22,1.6513,1.0408,0.6367,1.472,1.0000
2000-03-23,1.6554,1.0319,0.6317,1.4727,1.0000
2000-03-24,1.6491,1.0284,0.6285,1.465,1.0000
2000-03-27,1.6356,1.0368,0.6307,1.4605,1.0000
2000-03-28,1.6284,1.0401,0.6300,1.4541,1.0000
2000-03-29,1.6329,1.0500,0.6301,1.4555,1.0000
2000-03-30,1.6327,1.0423,0.6281,1.4557,1.0000
2000-03-31,1.6496,1.0445,0.6281,1.4538,1.0000
2000-04-03,1.6466,1.0460,0.6258,1.4548,1.0000
2000-04-04,1.6578,1.0430,0.6264,1.4531,1.0000
2000-04-05,1.6521,1.0366,0.6289,1.4548,1.0000
2000-04-06,1.6622,1.0438,0.6329,1.4515,1.0000
2000-04-07,1.6658,1.0428,0.6317,1.4574,1.0000
2000-04-10,1.6692,1.0430,0.6318,1.4615,1.0000
2000-04-11,1.6787,1.0426,0.6300,1.4635,1.0000
2000-04-12,1.6750,1.0470,0.6296,1.4623,1.0000
2000-04-13,1.6770,1.0500,0.6297,1.4661,1.0000
2000-04-14,1.6745,1.0456,0.6305,1.4767,1.0000
2000-04-17,1.6912,1.0471,0.6308,1.4855,1.0000
2000-04-18,1.6818,1.0552,0.6344,1.4837,1.0000
2000-04-19,1.6787,1.0673,0.6338,1.4761,1.0000
2000-04-20,1.6861,1.0666,0.6329,1.4725,1.0000
2000-04-21,1.6878,1.0662,0.6335,1.475,1.0000
2000-04-24,1.6821,1.0643,0.6329,1.4763,1.0000
2000-04-25,1.6790,1.0793,0.6334,1.4699,1.0000
2000-04-26,1.6978,1.0850,0.6331,1.4758,1.0000
2000-04-27,1.7021,1.1010,0.6350,1.4792,1.0000
2000-04-28,1.7132,1.1002,0.6427,1.4818,1.0000
2000-05-01,1.7241,1.0965,0.6428,1.4783,1.0000
2000-05-02,1.7074,1.1028,0.6414,1.4857,1.0000
2000-05-03,1.6949,1.1247,0.6408,1.4923,1.0000
2000-05-04,1.6909,1.1227,0.6479,1.498,1.0000
2000-05-05,1.6849,1.1169,0.6541,1.498,1.0000
2000-05-08,1.7036,1.1173,0.6532,1.4927,1.0000
2000-05-09,1.7159,1.1083,0.6530,1.4945,1.0000
2000-05-10,1.7197,1.0993,0.6599,1.4955,1.0000
2000-05-11,1.7271,1.1085,0.6668,1.49,1.0000
2000-05-12,1.7212,1.1013,0.6591,1.4872,1.0000
2000-05-15,1.7425,1.0943,0.6633,1.4897,1.0000
2000-05-16,1.7322,1.1046,0.6663,1.4862,1.0000
2000-05-17,1.7590,1.1210,0.6709,1.4992,1.0000
2000-05-18,1.7535,1.1171,0.6749,1.5007,1.0000
2000-05-19,1.7458,1.1178,0.6732,1.4963,1.0000
2000-05-22,1.7422,1.1067,0.6708,1.4983,1.0000
2000-05-23,1.7400,1.1072,0.6790,1.5036,1.0000
2000-05-24,1.7504,1.0994,0.6777,1.5085,1.0000
2000-05-25,1.7544,1.1023,0.6800,1.5057,1.0000
2000-05-26,1.7495,1.0741,0.6723,1.5045,1.0000
2000-05-30,1.7337,1.0737,0.6689,1.5036,1.0000
2000-05-31,1.7519,1.0720,0.6681,1.4977,1.0000
2000-06-01,1.7479,1.0745,0.6705,1.491,1.0000
2000-06-02,1.7271,1.0602,0.6632,1.4785,1.0000
2000-06-05,1.7206,1.0559,0.6607,1.4779,1.0000
2000-06-06,1.6987,1.0449,0.6564,1.478,1.0000
2000-06-07,1.6949,1.0417,0.6568,1.4785,1.0000
2000-06-08,1.7013,1.0473,0.6640,1.48,1.0000
2000-06-09,1.7053,1.0498,0.6632,1.4765,1.0000
2000-06-12,1.6915,1.0478,0.6614,1.4765,1.0000
2000-06-13,1.6742,1.0396,0.6609,1.4697,1.0000
2000-06-14,1.6647,1.0428,0.6656,1.4695,1.0000
2000-06-15,1.6625,1.0493,0.6621,1.4758,1.0000
2000-06-16,1.6439,1.0365,0.6594,1.4708,1.0000
2000-06-19,1.6600,1.0393,0.6599,1.4657,1.0000
2000-06-20,1.6565,1.0464,0.6623,1.4708,1.0000
2000-06-21,1.6595,1.0576,0.6680,1.4729,1.0000
2000-06-22,1.6686,1.0641,0.6618,1.4725,1.0000
2000-06-23,1.6767,1.0686,0.6662,1.4793,1.0000
2000-06-26,1.6764,1.0659,0.6671,1.483,1.0000
2000-06-27,1.6633,1.0589,0.6667,1.4825,1.0000
2000-06-28,1.6603,1.0589,0.6619,1.4838,1.0000
2000-06-29,1.6586,1.0510,0.6582,1.482,1.0000
2000-06-30,1.6748,1.0477,0.6609,1.4798,1.0000
2000-07-03,1.6678,1.0498,0.6607,1.4793,1.0000
2000-07-05,1.6929,1.0473,0.6614,1.4909,1.0000
2000-07-06,1.6923,1.0496,0.6614,1.485,1.0000
2000-07-07,1.6946,1.0544,0.6604,1.481,1.0000
2000-07-10,1.6915,1.0503,0.6606,1.4798,1.0000
2000-07-11,1.6975,1.0530,0.6605,1.4785,1.0000
2000-07-12,1.6978,1.0637,0.6637,1.4815,1.0000
2000-07-13,1.7079,1.0708,0.6671,1.4809,1.0000
2000-07-14,1.7103,1.0668,0.6671,1.4845,1.0000
2000-07-17,1.7079,1.0694,0.6702,1.4813,1.0000
2000-07-18,1.7112,1.0727,0.6691,1.4783,1.0000
2000-07-19,1.7391,1.0826,0.6693,1.4758,1.0000
2000-07-20,1.7194,1.0762,0.6625,1.4748,1.0000
2000-07-21,1.7050,1.0703,0.6593,1.4715,1.0000
2000-07-24,1.7065,1.0737,0.6605,1.4639,1.0000
2000-07-25,1.7097,1.0648,0.6583,1.4653,1.0000
2000-07-26,1.6938,1.0624,0.6599,1.4665,1.0000
2000-07-27,1.6975,1.0717,0.6616,1.4713,1.0000
2000-07-28,1.7030,1.0815,0.6656,1.4776,1.0000
2000-07-31,1.7280,1.0792,0.6674,1.488,1.0000
2000-08-01,1.7227,1.0837,0.6670,1.4892,1.0000
2000-08-02,1.7153,1.0945,0.6700,1.4813,1.0000
2000-08-03,1.7112,1.1060,0.6690,1.4844,1.0000
2000-08-04,1.7147,1.1019,0.6657,1.4889,1.0000
2000-08-07,1.7059,1.0983,0.6636,1.4875,1.0000
2000-08-08,1.7042,1.1088,0.6657,1.4889,1.0000
2000-08-09,1.7283,1.1122,0.6670,1.4848,1.0000
2000-08-10,1.7188,1.1017,0.6676,1.4826,1.0000
2000-08-11,1.7256,1.1055,0.6649,1.4839,1.0000
2000-08-14,1.7212,1.1066,0.6640,1.4847,1.0000
2000-08-15,1.7150,1.0947,0.6642,1.487,1.0000
2000-08-16,1.6958,1.0937,0.6672,1.4774,1.0000
2000-08-17,1.6849,1.0927,0.6670,1.4759,1.0000
2000-08-18,1.6935,1.1028,0.6714,1.4747,1.0000
2000-08-21,1.6978,1.1078,0.6711,1.4765,1.0000
2000-08-22,1.7235,1.1154,0.6758,1.4756,1.0000
2000-08-23,1.7519,1.1152,0.6751,1.4877,1.0000
2000-08-24,1.7467,1.1077,0.6754,1.4871,1.0000
2000-08-25,1.7431,1.1082,0.6782,1.4828,1.0000
2000-08-28,1.7498,1.1109,0.6795,1.4845,1.0000
2000-08-29,1.7504,1.1153,0.6842,1.4868,1.0000
2000-08-30,1.7483,1.1206,0.6868,1.4805,1.0000
2000-08-31,1.7349,1.1264,0.6889,1.472,1.0000
2000-09-01,1.7346,1.1120,0.6847,1.4742,1.0000
2000-09-05,1.7547,1.1266,0.6886,1.4752,1.0000
2000-09-06,1.7683,1.1492,0.6918,1.4843,1.0000
2000-09-07,1.7924,1.1442,0.6954,1.4777,1.0000
2000-09-08,1.7995,1.1542,0.7044,1.4781,1.0000
2000-09-11,1.7889,1.1596,0.7081,1.48,1.0000
2000-09-12,1.7902,1.1633,0.7133,1.4825,1.0000
2000-09-13,1.8018,1.1574,0.7080,1.4838,1.0000
2000-09-14,1.8215,1.1605,0.7112,1.4869,1.0000
2000-09-15,1.8349,1.1666,0.7140,1.4844,1.0000
2000-09-18,1.8460,1.1733,0.7135,1.4905,1.0000
2000-09-19,1.8450,1.1745,0.7102,1.488,1.0000
2000-09-20,1.8615,1.1818,0.7089,1.4833,1.0000
2000-09-21,1.8423,1.1685,0.7003,1.4873,1.0000
2000-09-22,1.8332,1.1373,0.6864,1.4892,1.0000
2000-09-25,1.8215,1.1444,0.6878,1.489,1.0000
2000-09-26,1.8162,1.1344,0.6849,1.488,1.0000
2000-09-27,1.8149,1.1357,0.6846,1.4962,1.0000
2000-09-28,1.8215,1.1330,0.6833,1.503,1.0000
2000-09-29,1.8467,1.1316,0.6763,1.507,1.0000
2000-10-02,1.8349,1.1356,0.6814,1.5108,1.0000
2000-10-03,1.8519,1.1440,0.6866,1.506,1.0000
2000-10-04,1.8639,1.1460,0.6869,1.499,1.0000
2000-10-05,1.8692,1.1514,0.6896,1.4954,1.0000
2000-10-06,1.8730,1.1521,0.6923,1.5013,1.0000
2000-10-10,1.8730,1.1518,0.6904,1.5014,1.0000
2000-10-11,1.8657,1.1474,0.6840,1.5043,1.0000
2000-10-12,1.8797,1.1569,0.6787,1.5085,1.0000
2000-10-13,1.8879,1.1671,0.6851,1.5135,1.0000
2000-10-16,1.9120,1.1780,0.6918,1.5195,1.0000
2000-10-17,1.9275,1.1755,0.6932,1.5184,1.0000
2000-10-18,1.9279,1.1918,0.6914,1.52,1.0000
2000-10-19,1.9194,1.1896,0.6934,1.5112,1.0000
2000-10-20,1.8939,1.1905,0.6921,1.5119,1.0000
2000-10-23,1.8961,1.1956,0.6873,1.508,1.0000
2000-10-24,1.9026,1.1956,0.6901,1.5118,1.0000
2000-10-25,1.9264,1.2092,0.6976,1.5164,1.0000
2000-10-26,1.9286,1.2090,0.6987,1.5187,1.0000
2000-10-27,1.9109,1.1896,0.6888,1.5275,1.0000
2000-10-30,1.9102,1.1860,0.6882,1.5311,1.0000
2000-10-31,1.9301,1.1784,0.6894,1.5273,1.0000
2000-11-01,1.9131,1.1650,0.6919,1.5263,1.0000
2000-11-02,1.9201,1.1636,0.6925,1.5333,1.0000
2000-11-03,1.9051,1.1609,0.6904,1.5348,1.0000
2000-11-06,1.8939,1.1650,0.6983,1.5305,1.0000
2000-11-07,1.8939,1.1651,0.6988,1.5315,1.0000
2000-11-08,1.8997,1.1684,0.7024,1.5432,1.0000
2000-11-09,1.9040,1.1663,0.7021,1.5455,1.0000
2000-11-10,1.9157,1.1594,0.6991,1.546,1.0000
2000-11-13,1.9212,1.1618,0.6950,1.5472,1.0000
2000-11-14,1.9268,1.1665,0.6990,1.5445,1.0000
2000-11-15,1.9220,1.1669,0.7014,1.551,1.0000
2000-11-16,1.9294,1.1721,0.7028,1.5523,1.0000
2000-11-17,1.9268,1.1743,0.7027,1.56,1.0000
2000-11-20,1.9478,1.1784,0.7031,1.5592,1.0000
2000-11-21,1.9562,1.1823,0.7062,1.5553,1.0000
2000-11-22,1.9253,1.1872,0.7104,1.5473,1.0000
2000-11-24,1.9175,1.1930,0.7144,1.5396,1.0000
2000-11-27,1.9008,1.1765,0.7065,1.5348,1.0000
2000-11-28,1.9146,1.1700,0.7051,1.5371,1.0000
2000-11-29,1.9128,1.1659,0.7038,1.5405,1.0000
2000-11-30,1.9004,1.1502,0.7037,1.5355,1.0000
2000-12-01,1.8615,1.1409,0.6957,1.5389,1.0000
2000-12-04,1.8413,1.1268,0.6886,1.5458,1.0000
2000-12-05,1.8501,1.1358,0.6940,1.5438,1.0000
2000-12-06,1.8355,1.1265,0.6961,1.5323,1.0000
2000-12-07,1.8282,1.1247,0.6944,1.5223,1.0000
2000-12-08,1.8365,1.1315,0.6924,1.5205,1.0000
2000-12-11,1.8519,1.1401,0.6871,1.5227,1.0000
2000-12-12,1.8450,1.1396,0.6906,1.5249,1.0000
2000-12-13,1.8587,1.1422,0.6892,1.5205,1.0000
2000-12-14,1.8529,1.1289,0.6819,1.5165,1.0000
2000-12-15,1.8322,1.1135,0.6774,1.5174,1.0000
2000-12-18,1.8464,1.1199,0.6813,1.5254,1.0000
2000-12-19,1.8399,1.1233,0.6840,1.522,1.0000
2000-12-20,1.8212,1.1040,0.6786,1.5215,1.0000
2000-12-21,1.8073,1.0975,0.6799,1.5185,1.0000
2000-12-22,1.8018,1.0834,0.6765,1.5168,1.0000
2000-12-26,1.7895,1.0762,0.6757,1.5099,1.0000
2000-12-27,1.7889,1.0748,0.6706,1.511,1.0000
2000-12-28,1.8109,1.0803,0.6708,1.5073,1.0000
2000-12-29,1.7986,1.0652,0.6687,1.4995,1.0000
2001-01-02,1.7883,1.0565,0.6677,1.4963,1.0000
2001-01-03,1.7746,1.0556,0.6647,1.4982,1.0000
2001-01-04,1.7683,1.0584,0.6698,1.4985,1.0000
2001-01-05,1.7507,1.0488,0.6671,1.5003,1.0000
2001-01-08,1.7668,1.0542,0.6680,1.4944,1.0000
2001-01-09,1.7768,1.0642,0.6711,1.4973,1.0000
2001-01-10,1.7947,1.0653,0.6707,1.4993,1.0000
2001-01-11,1.7873,1.0504,0.6682,1.4978,1.0000
2001-01-12,1.7995,1.0542,0.6767,1.4967,1.0000
2001-01-16,1.8021,1.0668,0.6814,1.5037,1.0000
2001-01-17,1.8136,1.0746,0.6792,1.5123,1.0000
2001-01-18,1.7979,1.0586,0.6777,1.5162,1.0000
2001-01-19,1.7953,1.0680,0.6811,1.5155,1.0000
2001-01-22,1.8038,1.0668,0.6826,1.5072,1.0000
2001-01-23,1.8090,1.0651,0.6796,1.5073,1.0000
2001-01-24,1.8352,1.0801,0.6842,1.5126,1.0000
2001-01-25,1.8345,1.0847,0.6847,1.508,1.0000
2001-01-26,1.8409,1.0854,0.6854,1.5066,1.0000
2001-01-29,1.8409,1.0892,0.6863,1.501,1.0000
2001-01-30,1.8268,1.0794,0.6842,1.4985,1.0000
2001-01-31,1.8248,1.0743,0.6843,1.4995,1.0000
2001-02-01,1.8051,1.0656,0.6768,1.4948,1.0000
2001-02-02,1.8113,1.0687,0.6806,1.4933,1.0000
2001-02-05,1.8155,1.0644,0.6780,1.505,1.0000
2001-02-06,1.8215,1.0748,0.6856,1.508,1.0000
2001-02-07,1.8308,1.0717,0.6834,1.511,1.0000
2001-02-08,1.8653,1.0889,0.6925,1.5117,1.0000
2001-02-09,1.8632,1.0791,0.6901,1.509,1.0000
2001-02-12,1.8584,1.0768,0.6890,1.5205,1.0000
2001-02-13,1.8737,1.0865,0.6892,1.5214,1.0000
2001-02-14,1.8932,1.0873,0.6860,1.5287,1.0000
2001-02-15,1.9084,1.1041,0.6901,1.5275,1.0000
2001-02-16,1.8850,1.0915,0.6894,1.5368,1.0000
2001-02-20,1.9142,1.0994,0.6927,1.5399,1.0000
2001-02-21,1.9106,1.1017,0.6952,1.537,1.0000
2001-02-22,1.9062,1.1027,0.6922,1.5378,1.0000
2001-02-23,1.9164,1.0995,0.6911,1.5378,1.0000
2001-02-26,1.9183,1.0997,0.6925,1.5314,1.0000
2001-02-27,1.9099,1.0955,0.6942,1.5261,1.0000
2001-02-28,1.9055,1.0855,0.6929,1.532,1.0000
2001-03-01,1.9004,1.0763,0.6871,1.5465,1.0000
2001-03-02,1.8896,1.0707,0.6791,1.5489,1.0000
2001-03-05,1.9164,1.0765,0.6809,1.5475,1.0000
2001-03-06,1.9342,1.0738,0.6824,1.5388,1.0000
2001-03-07,1.9646,1.0783,0.6844,1.5492,1.0000
2001-03-08,1.9650,1.0775,0.6818,1.5497,1.0000
2001-03-09,1.9666,1.0735,0.6814,1.548,1.0000
2001-03-12,1.9623,1.0753,0.6817,1.5505,1.0000
2001-03-13,1.9877,1.0931,0.6890,1.5477,1.0000
2001-03-14,2.0076,1.0949,0.6898,1.5528,1.0000
2001-03-15,2.0227,1.1055,0.6927,1.5595,1.0000
2001-03-16,2.0243,1.1199,0.7010,1.5669,1.0000
2001-03-19,2.0064,1.1130,0.7024,1.5698,1.0000
2001-03-20,2.0012,1.1045,0.7000,1.5611,1.0000
2001-03-21,2.0259,1.1148,0.6988,1.573,1.0000
2001-03-22,2.0354,1.1260,0.7031,1.5742,1.0000
2001-03-23,2.0149,1.1203,0.6997,1.5667,1.0000
2001-03-26,2.0040,1.1167,0.6971,1.5545,1.0000
2001-03-27,2.0149,1.1223,0.6998,1.5693,1.0000
2001-03-28,2.0259,1.1259,0.6968,1.5668,1.0000
2001-03-29,2.0321,1.1355,0.6992,1.5725,1.0000
2001-03-30,2.0488,1.1371,0.7047,1.5784,1.0000
2001-04-02,2.0713,1.1333,0.7042,1.575,1.0000
2001-04-03,2.0576,1.1198,0.6991,1.579,1.0000
2001-04-04,2.0437,1.1095,0.6969,1.5697,1.0000
2001-04-05,2.0416,1.1141,0.7010,1.5788,1.0000
2001-04-06,2.0169,1.1109,0.6953,1.5615,1.0000
2001-04-09,2.0210,1.1094,0.6911,1.5635,1.0000
2001-04-10,2.0222,1.1256,0.6964,1.5555,1.0000
2001-04-11,1.9900,1.1292,0.6974,1.5626,1.0000
2001-04-12,1.9677,1.1208,0.6949,1.56,1.0000
2001-04-13,1.9681,1.1251,0.6967,1.5627,1.0000
2001-04-16,1.9589,1.1284,0.6964,1.5625,1.0000
2001-04-17,1.9782,1.1346,0.6999,1.5575,1.0000
2001-04-18,2.0040,1.1343,0.7014,1.5692,1.0000
2001-04-19,1.9666,1.1225,0.6961,1.547,1.0000
2001-04-20,1.9312,1.1072,0.6931,1.5425,1.0000
2001-04-23,1.9759,1.1161,0.6956,1.546,1.0000
2001-04-24,1.9861,1.1178,0.6961,1.549,1.0000
2001-04-25,1.9822,1.1146,0.6946,1.5474,1.0000
2001-04-26,1.9743,1.1098,0.6955,1.546,1.0000
2001-04-27,1.9600,1.1206,0.6963,1.5417,1.0000
2001-04-30,1.9623,1.1269,0.6990,1.536,1.0000
2001-05-01,1.9316,1.1189,0.6974,1.5338,1.0000
2001-05-02,1.9183,1.1204,0.6971,1.531,1.0000
2001-05-03,1.9279,1.1247,0.6982,1.533,1.0000
2001-05-04,1.9272,1.1193,0.6963,1.5353,1.0000
2001-05-07,1.9283,1.1216,0.6944,1.5405,1.0000
2001-05-08,1.9298,1.1302,0.6986,1.5445,1.0000
2001-05-09,1.9150,1.1306,0.7038,1.5407,1.0000
2001-05-10,1.9080,1.1374,0.7049,1.5391,1.0000
2001-05-11,1.9205,1.1417,0.7054,1.5503,1.0000
2001-05-14,1.9305,1.1431,0.7054,1.5541,1.0000
2001-05-15,1.9257,1.1379,0.7024,1.5493,1.0000
2001-05-16,1.9109,1.1310,0.6996,1.5405,1.0000
2001-05-17,1.8965,1.1328,0.6988,1.536,1.0000
2001-05-18,1.9044,1.1397,0.6977,1.5328,1.0000
2001-05-21,1.8904,1.1413,0.6954,1.5325,1.0000
2001-05-22,1.9117,1.1551,0.7004,1.5415,1.0000
2001-05-23,1.9275,1.1631,0.7020,1.5452,1.0000
2001-05-24,1.9324,1.1669,0.7091,1.5474,1.0000
2001-05-25,1.9257,1.1659,0.7039,1.5455,1.0000
2001-05-29,1.9357,1.1700,0.7049,1.5376,1.0000
2001-05-30,1.9493,1.1660,0.7017,1.5464,1.0000
2001-05-31,1.9732,1.1827,0.7055,1.5461,1.0000
2001-06-01,1.9670,1.1832,0.7062,1.5324,1.0000
2001-06-04,1.9755,1.1836,0.7081,1.5347,1.0000
2001-06-05,1.9635,1.1759,0.7086,1.5328,1.0000
2001-06-06,1.9451,1.1832,0.7191,1.5248,1.0000
2001-06-07,1.9264,1.1756,0.7194,1.521,1.0000
2001-06-08,1.9073,1.1758,0.7237,1.5215,1.0000
2001-06-11,1.9146,1.1869,0.7283,1.5162,1.0000
2001-06-12,1.9095,1.1794,0.7256,1.5246,1.0000
2001-06-13,1.8954,1.1715,0.7190,1.5183,1.0000
2001-06-14,1.9008,1.1631,0.7140,1.5208,1.0000
2001-06-15,1.9022,1.1590,0.7114,1.522,1.0000
2001-06-18,1.9091,1.1614,0.7126,1.5336,1.0000
2001-06-19,1.9194,1.1685,0.7139,1.5337,1.0000
2001-06-20,1.9298,1.1756,0.7167,1.531,1.0000
2001-06-21,1.9312,1.1704,0.7059,1.5265,1.0000
2001-06-22,1.9350,1.1669,0.7072,1.5293,1.0000
2001-06-25,1.9391,1.1613,0.7077,1.5195,1.0000
2001-06-26,1.9238,1.1597,0.7065,1.5142,1.0000
2001-06-27,1.9312,1.1600,0.7047,1.5176,1.0000
2001-06-28,1.9569,1.1806,0.7107,1.5233,1.0000
2001-06-29,1.9608,1.1801,0.7104,1.5175,1.0000
2001-07-02,1.9585,1.1827,0.7058,1.5153,1.0000
2001-07-03,1.9372,1.1797,0.7113,1.5128,1.0000
2001-07-05,1.9429,1.1947,0.7144,1.5102,1.0000
2001-07-06,1.9673,1.1813,0.7089,1.52,1.0000
2001-07-09,1.9623,1.1801,0.7102,1.5203,1.0000
2001-07-10,1.9585,1.1686,0.7093,1.5213,1.0000
2001-07-11,1.9724,1.1609,0.7082,1.5255,1.0000
2001-07-12,1.9810,1.1723,0.7110,1.528,1.0000
2001-07-13,1.9708,1.1727,0.7145,1.5398,1.0000
2001-07-16,1.9685,1.1697,0.7137,1.54,1.0000
2001-07-17,1.9743,1.1697,0.7124,1.54,1.0000
2001-07-18,1.9448,1.1493,0.7062,1.535,1.0000
2001-07-19,1.9508,1.1507,0.7047,1.5418,1.0000
2001-07-20,1.9782,1.1477,0.6998,1.545,1.0000
2001-07-23,1.9689,1.1526,0.7050,1.545,1.0000
2001-07-24,1.9685,1.1426,0.7031,1.5383,1.0000
2001-07-25,1.9712,1.1368,0.7003,1.5381,1.0000
2001-07-26,1.9716,1.1409,0.7010,1.5335,1.0000
2001-07-27,1.9747,1.1430,0.7015,1.5352,1.0000
2001-07-30,1.9775,1.1429,0.7013,1.5305,1.0000
2001-07-31,1.9685,1.1426,0.7017,1.531,1.0000
2001-08-01,1.9354,1.1373,0.6978,1.5358,1.0000
2001-08-02,1.9268,1.1347,0.6995,1.5417,1.0000
2001-08-03,1.9320,1.1308,0.7009,1.5356,1.0000
2001-08-06,1.9357,1.1361,0.7055,1.5275,1.0000
2001-08-07,1.9399,1.1396,0.7058,1.5343,1.0000
2001-08-08,1.9286,1.1392,0.7075,1.5333,1.0000
2001-08-09,1.9596,1.1254,0.7033,1.5395,1.0000
2001-08-10,1.9493,1.1186,0.7006,1.5405,1.0000
2001-08-13,1.9327,1.1132,0.7034,1.539,1.0000
2001-08-14,1.9246,1.1080,0.7000,1.5413,1.0000
2001-08-15,1.8983,1.0972,0.6955,1.529,1.0000
2001-08-16,1.8961,1.0943,0.6926,1.5314,1.0000
2001-08-17,1.8678,1.0911,0.6913,1.5428,1.0000
2001-08-20,1.8786,1.0957,0.6923,1.5461,1.0000
2001-08-21,1.8879,1.0971,0.6912,1.549,1.0000
2001-08-22,1.8650,1.0877,0.6879,1.5438,1.0000
2001-08-23,1.8734,1.0910,0.6907,1.5423,1.0000
2001-08-24,1.8829,1.0970,0.6924,1.5414,1.0000
2001-08-27,1.8921,1.0991,0.6930,1.5423,1.0000
2001-08-28,1.8896,1.0987,0.6896,1.5401,1.0000
2001-08-29,1.8868,1.0993,0.6889,1.5462,1.0000
2001-08-30,1.8762,1.0924,0.6860,1.546,1.0000
2001-08-31,1.8950,1.1001,0.6892,1.5478,1.0000
2001-09-04,1.9186,1.1276,0.6923,1.5535,1.0000
2001-09-05,1.9238,1.1240,0.6871,1.5603,1.0000
2001-09-06,1.9120,1.1182,0.6868,1.559,1.0000
2001-09-07,1.9234,1.1057,0.6837,1.568,1.0000
2001-09-10,1.9474,1.1126,0.6856,1.5656,1.0000
2001-09-12,1.9376,1.1027,0.6818,1.561,1.0000
2001-09-13,1.9387,1.1002,0.6804,1.5681,1.0000
2001-09-14,1.9395,1.0871,0.6813,1.5641,1.0000
2001-09-17,1.9916,1.0872,0.6821,1.5686,1.0000
2001-09-18,2.0186,1.0831,0.6833,1.5708,1.0000
2001-09-19,2.0288,1.0741,0.6796,1.5711,1.0000
2001-09-20,2.0325,1.0805,0.6830,1.5708,1.0000
2001-09-21,2.0657,1.0990,0.6874,1.5707,1.0000
2001-09-24,2.0408,1.0947,0.6842,1.5686,1.0000
2001-09-25,2.0247,1.0844,0.6806,1.5705,1.0000
2001-09-26,2.0446,1.0833,0.6782,1.5734,1.0000
